,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
966,Stand Up,Ludacris,77,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",213760,2003-01-01,65,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,4,"Stand up! (ah) Stand up! (yeah)
Stand up! (ah) Stand up! (uh)

When I move, you move
(Just like that?)
When I move, you move
(Just like that?)
When I move, you move
(Just like that?)
Hell yeah, hey DJ bring that back

(When I move, you move)
Just like that?
(When I move, you move)
Just like that?
(When I move, you move)
Just like that?
(Hell yeah, hey DJ bring that back)

How you ain't gone fuck?, bitch I'm me
I'm the goddamn reason you in V.I.P
CEO, you don't have to see ID
I'm young, wild, and strapped like Chi-Ali
Blaow, we ain't got nothing to worry about
Whoop ass, let security carry them out
Watch out for the medallion, my diamonds are reckless
It feels like a midget is hanging from my necklace
I pulled up with a million trucks
Looking, smelling, feeling like a million bucks, ahh
Pass the bottles, the heat is on
We in the huddle all smoking that Cheech & Chong
What's wrong? The club and the moon is full
And I'm looking for a thick, young lady to pull
One sure shot way to get them out of them pants
Take note to the brand new dance
Like this

When I move, you move
(Just like that?)
When I move, you move
...
"
967,Lollipop,Lil Wayne,85,"hip hop, new orleans rap, pop rap, rap, trap",299333,2008-06-10,73,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,4,"Ow, uh-huh, no homo (Young Mula, baby)
I said, ""He's so sweet, make her wanna lick the wrapper""
So I let her lick the rapper

She-she-she lick me like a lollipop (yeah)
She-she lick me like a lollipop, lollipop (yeah)
Sh-sh-she lick me like a lollipop, lollipop (yeah)
She-she lick me like a lollipop

Shawty want a thug
Bottles in the club
Shawty wanna hump
You know I like to touch your lovely lady lumps
(She lick me like a lollipop)

Shawty want a thug
Bottles in the club
Shawty wanna hump
You know I like to touch your lovely lady lumps
(C'mon, yeah)

Okay, lil' mama had a swag like mine (yeah)
She even wear her hair down her back like mine (yeah)
I make her feel right when it's wrong like lyin'
Man, she ain't never had a love like mine (yeah)
But man, I ain't never seen an ass like hers
That pussy in my mouth had me lost for words
So I told her to back it up, like berp berp
And I made that ass jump, like jerp jerp
And that's when she

She-she-she lick me like a lollipop (oh yeah, I like that)
She-she lick me like a lollipop, lollipop (oh yeah, I like that)
Sh-sh-she lick me like a lollipop, lollipop (yeah)
She-she lick me like a lollipop

Shawty want a thug (shawty want a thug)
Bottles in the club (bottles in the club)
...
"
968,Can I Get A...,JAY-Z,83,"east coast hip hop, gangster rap, hip hop, pop rap, rap",309773,1998-11-29,64,0.792,0.694,8,-8.496,0,0.33,0.0619,2.32e-05,0.25,0.804,177.094,4,"What? Well fuck you, bitch

Bounce wit' me, wit' me, wit' me, wit' me
Can you bounce wit' me? Bounce wit' me, wit' me, wit' me
Can you bounce wit' me? Bounce wit' me, ge-gi-gi-gi-gi-gi
Can you bounce wit' me? Bounce wit' me, ye-ye-yeah

Uh-huh uh-huh, bounce wit' me, bounce wit' me
Can ya, can ya, can ya bounce wit' me? Bounce wit' me
Ya-yah-yah, ya-ya-yah-yeah, bounce wit' me, bounce wit' me
Ge-gi, ge-gi-gi-gi-geyeah, bounce wit' me, bounce wit' me, get it

Can I hit in the mornin'
Without givin' you half of my dough
And even worse if I was broke would you want me?
If I couldn't get you finer things

Like all of them diamond rings bitches kill for
Would you still roll?
If we couldn't see the sun risin' off the shore of Thailand
Would you ride then, if I wasn't drivin'?

If I wasn't ah, eight figure nigga by the name of Jigga
Would you come around me or would you clown me?
If I couldn't flow futuristic would ya
Put your two lips on my wood and kiss it, could ya

See yourself with a nigga workin' harder than 9 to 5
Contend with six, two jobs to survive, or
Do you need a balla?
So you can shop and tear the mall up?

Brag, tell your friends what I bought ya
If you couldn't see yourself
With a nigga when his dough is low
Baby girl, if this is so, yo

Can I get a fuck you, to these bitches from all of my niggaz
Who don't love hoes, they get no dough?
Can I get a woop woop, to these niggaz from all of my bitches
Who don't got love for niggaz without dubs?

Can I get a fuck you, to these bitches from all of my niggaz
Who don't love hoes, they get no dough?
...
"
969,Hot In Herre,Nelly,74,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",228240,2002-06-25,79,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,4,"It's hot in
So hot in here
So hot in (ah)
Oh!

Want a little bit of (uh, uh), and a little bit of (uh, uh)
Just a little bit of, just a little bit of
Just a little bit of, just a little bit of

I was like, good gracious, ass is bodacious (uh)
Flirtatious, tryna show patience (ah)
I'm waitin' for the right time to shoot my steez (you know)
Waitin' for the right time to flash them keys
Then, uh, I'm leavin', please believe in (oh)
Me and the rest of my heathens
Check it, got it locked at the top of the Fo' Seasons
Penthouse, rooftop, birds I'm feedin'

No deceivin', nothin' up my sleeve and
No teasin', I need you to
Get up, up on the dance floor
Give that man what he askin' for (oh)
'Cause I feel like bustin' loose
And I feel like touchin' you, uh, uh
And can't nobody stop the juice
So baby, tell me, what's the use? I said

It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (oh)
It's gettin' hot in here (so hot)
So take off all your clothes (ay)
I am gettin' so hot
I wanna take my clothes off (let it hang all out)
...
"
970,Rosa Parks,Outkast,73,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",324373,1998-09-29,69,0.792,0.701,6,-7.198,0,0.283,0.105,0.0,0.761,0.251,103.89,4,"Uh-huh, uh-huh, baby, yeah, yeah
Cut it up, oh, oh, oh!
Uh-huh, yeah, yeah, baby, uh-huh
Uh-cracka, lacka-lacka-lacka, cracka, lacka-lacka-lacka
Uh-huh, baby, uh-huh, yeah, yeah
Uh-cracka, lacka-lacka-lacka, cracka, lacka-lacka-lacka
Baby, yeah, yeah, uh-huh, uh-huh

Ah-ha, hush that fuss
Everybody move to the back of the bus
Do you wanna bump and slump wit' us?
We the type of people make the club get crunk
Ah-ha, hush that fuss
Everybody move to the back of the bus
Do you wanna bump and slump wit' us?
We the type of people make the club get crunk

Many a day has passed, the night has gone by
But still I find the time to put that bump off in yo' eye
Total chaos, for these playas, thought we was absent
We taking another route to represent the Dungeon Family
Like Great Day, me and and my nigga decide to take the back way
We stabbin' every city when we headed to that bat cave

A-T-L, Georgia, what do we do for ya?
Bull doggin' hoes like them Georgetown Hoyas
Boy you soundin' silly, thank my Brougham ain't sittin' pretty
Doin' doughnuts 'round you suckers like them circles around titties
Damn, we the committee, gon' burn it down
But us gone bust you in the mouth with the chorus now, say

Ah-ha, hush that fuss
Everybody move to the back of the bus
...
"
971,Ambitionz Az A Ridah,2Pac,78,"g funk, gangster rap, hip hop, rap, west coast rap",278386,1996-02-13,80,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,4,"I won't deny it, I'm a straight ridah
You don't wanna fuck with me
Got the police bustin' at me
But they can't do nothin' to a G
Let's get ready to rumble!

Now, you know how we do it, like a G
What really go on in the mind of a nigga
That get down for theirs
Constantly, money over bitches
Not bitches over money
Stay on your grind, nigga
My ambitions as a ridah
My ambitions as a ridah

So many battlefield scars while driven in plush cars
This life as a rap star is nothin' without guard
Was born rough and rugged, addressin' the mass public
My attitude was fuck it, 'cause motherfuckers love it
To be a soldier, must maintain composure at ease
Though life is complicated, only what you make it to be
Uh, and my ambitions as a ridah
To catch her while she hot and horny, go up inside her
Then I spit some game in her ear, go to the telly, hoe!

Equipped with money in a Benz 'cause, bitch, I'm barely broke
I'm smokin' bomb-ass weed, feelin' Crucial
From player to player, the game's tight, the feeling's mutual
From hustlin' and prayers to breakin' motherfuckers to pay up
I got no time for these bitches, 'cause these hoes try to play us
I'm on a meal ticket mission, want a mil' so I'm wishin'
Competition got me ripped on that bullshit they stressin' (booyah)

I'ma rhyme though, clown hoes like it's mandatory
No guts, no glory, my nigga, bitch got the game distorted
Now it's on and it's on because I said so
Can't trust a bitch in the business so I got with Death Row
Now these money-hungry bitches gettin' suspicious
Started plottin' and plannin' on schemes to come and trick us
...
"
972,1st of Tha Month,Bone Thugs-N-Harmony,65,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap",314680,1995-07-25,69,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,4,"Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)

Hey, my niggas, we havin' a wonderful day
And I won't fuck with me, why? 'Cause it's the first of the month
And now we smokin', jokin', rollin' blunts and sippin' on 40 ounces, thuggin'
Come, come, we've got the blunts and rum, from jumpin' all nights, we high
Hit up the block to where? East 99
I get with my nigga to get me some yayo, double up, ""Nigga, what you need?""

""We got weed to get P-O-D'd, fiend for the green leaves""
Double up for the first, fo' sho' better lay low, 'cause the po-po creep when they roll slow
If you can't get away, better toss that yayo, keep your bankroll
Yeah, we havin' a celebration, love to stay high
And you better believe when it's time to grind
I'm down for mine, crime after crime
Fin to creep to the pad 'cause moms got the grub on the grill
And we got the 4-0, you know it's the first of the month and my nigga, we chills for real

Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)
Wake up, wake up, wake up, wake up, wake up (it's the first of the month)
So get up, get up, get up, get up, get up (so cash your checks and come up)

Wake up, and I see that my sister was already dressed
She said, ""I'ma run and go get my stamps""
""Watch and make sure no one snatches my check""
...
"
973,"Nuthin' But A ""G"" Thang",Dr. Dre,79,"g funk, gangster rap, hip hop, rap, west coast rap",237573,1992-12-15,79,0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,4,"One, two, three and to the fo'
Snoop Doggy Dogg and Dr. Dre is at the do'
Ready to make an entrance, so back on up
'Cause you know we're 'bout to rip, shit up

Gimme the microphone first, so I can bust like a bubble
Compton and Long Beach together, now you know you in trouble
Ain't nuttin' but a G thang, baby, two loc'ed out niggaz so we're crazy
'Death Row', is the label that pays me
Unfadeable, so please don't try to fade this
(Hell, yeah)

But uhh, back to the lecture at hand
Perfection is perfected, so I'ma let 'em understand
From a young G's perspective and before me dig out
A bitch I have to find a contraceptive

You never know she could be earnin' her man
And learnin' her man and at the same time burnin' her man
Now, you know I ain't with that shit, Lieutenant
Ain't no pussy good enough to get burnt while I'm up in it

And that's realer than real deal Holyfield
And now you hookers and hoes know how I feel
Well, if it's good enough to get broke off a proper chunk
I'll take a small piece of some of that funky stuff

It's like this, and like that, and like this, and uh
It's like that, and like this, and like that, and uh
It's like this, and like that, and like this, and uh
Dre, creep to the mic like a phantom
...
"
974,Ain’t No Fun (If The Homies Can’t Have None),Snoop Dogg,81,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",246400,1993-11-23,69,0.856,0.722,5,-6.124,0,0.076,0.133,0.000485,0.168,0.719,100.192,4,"You're back now at the jack-off hour this is DJ EZ Dick
On W-Balls, right now, somethin' new, by Snoop Doggy Dogg
And this one goes out to the ladies, from all the guys
A big bow-wow-wow, 'cause we gon' make it a little misty here tonight
This is DJ EZ Dick, on the station that slaps you across your fat ass, with a fat dick

When I met you last night, baby
Before you opened up your gap
I had respect for you, lady
But now I take it all back
'Cause you gave me all your pussy
And you even licked my balls

Leave your number on the cabinet
And I promise, baby, I'll give you a call
Next time I'm feelin' kinda horny
You can come on over, and I'll break you off
And if you can't fuck that day, baby
Just lay back, and open your mouth
'Cause I have never met a girl
That I love in the whole wide world

Well, if Kurupt gave a fuck about a bitch I'd always be broke
I'd never have no motherfuckin' Indo to smoke
I gets loc'ed and looney, bitch, you can't do me
...
"
975,Big Poppa - 2005 Remaster,The Notorious B.I.G.,76,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",252746,1994-09-13,81,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,4,"Uh, uh, check it out (yeah), uh
Junior M.A.F.I.A., uh (he-he)
Uh (I like this) yeah, yeah
Nine-fo' (keep bangin')

To all the ladies in the place with style and grace
Allow me to lace these lyrical douches in your bushes (uh)
Who rock grooves and make moves with all the mamis?
The back of the club, sippin' Moët is where you'll find me (what?)
The back of the club, mackin' -, my crew's behind me (uh)
Mad question askin', - passin'
Music blastin', but I just can't quit
Because one of these honeys Biggie got to creep with (that's right)

Sleep with, keep the ep a secret, why not? (Uh)
Why blow up my spot 'cause we both got hot?
Now check it, I got more mack than Craig, and in the bed
Believe me, sweetie, I got enough to feed the needy (come on)
No need to be greedy, I got mad friends with Benzes
C-notes by the layers, true to life players (uh)
Jump in the Rover and come over, tell your friends jump in the GS3
I got the - by the tree (let's go)

I love it when you call me Big Poppa
Throw your hands in the air if you's a true player
I love it when you call me Big Poppa
To the honeys gettin' money, playin' fellas like dummies
I love it when you call me Big Poppa
You got a - up in your waist, please don't shoot up the place (why?)
...
"
976,24's (Vocals Only),T.I.,74,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",282906,2003-08-18,59,0.739,0.725,6,-4.301,1,0.203,0.227,0.0,0.0991,0.582,162.06,4,"Yeah
For all my real ATL niggas, that's right
This the dope boy anthem
Come on

Money, hoes, cars and clothes
That's how all my niggas roll
Blowing dro on 24's
That's how all my niggas roll
Money, hoes, cars and clothes
That's how all my niggas roll
Blowing dro on 24's
That's how all my niggas roll

I'm in a drop-top Chevy with the roof wide open
My partners looking at me to see if my eyes open
'Cause I've been dranking and I've been smoking
And flying down 285 but I'm focused
It's a 454 SS, I race Porsches
White leather seats, as fresh as Air Forces
Doing 'bout a hundred but the track still bumping
Number 8 on N.W.A, ""Straight Outta Compton""
Pull up at your apartment sitting on 20 somethings
And the dope boys hollering ""What's happening?"" kid running in
The cliques start dancing and the broads start choosing
And the cars been parked but the rims keep moving
Sign pictures, buy an onion of good and throw the deuces
Cause I ain't Hollywood, I come from the hood, I'm used to it
If your rear view shaking and your seats vibrating
24 inch Dayton's got the Chevrolet skatin' makin'

Money, hoes, cars and clothes
That's how all my niggas roll
Blowing dro on 24's
That's how all my niggas roll
...
"
977,Money Ain't a Thang (feat. Jay-Z),Jermaine Dupri,57,"atl hip hop, contemporary r&b, dirty south rap, hip pop, r&b, southern hip hop, urban contemporary",254253,1998,60,0.854,0.738,6,-7.284,0,0.244,0.0581,0.0,0.106,0.847,100.0,4,"Uh uh
So So Def
Yeah, yeah

In the Ferrari or Jaguar, switchin' four lanes
With the top down screamin' out, money ain't a thang
Bubble hard in the double R, flashin' the rings
With the window cracked, holler back, money ain't a thang

Jigga, I don't like it if it don't gleam gleam
And to Hell with the price 'cause the money ain't a thang
Put it down hard for my dogs that's locked in the bang
When you hit the bricks, new whips, money ain't a thang

Come on, y'all wanna floss wit' us
'Cause all across the ball we burn it up
Drop a little paper, baby toss it up
Ya slackin' on your pimpin', turn it up
See the money ain't a thang

I flex the Rol', sign a check for yo' hoe
Jigga's style is love, X and O
Save all your accolades, just the dough
My game is wide, all lames aside

Tryin' to stay alive, hundred thou' for the bracelet
Foolish, ain't I? The chain'll strain ya eye
Twin platinum gun son, aim for the sky
Ice on my bullet, you die soon as I pull it

Willies wanna rub shoulders, your money's too young
See me when it gets older, ya bank account grow up
Mine's is one-zero-zero-zero-oh-doub'
Damn near out the rear trunk when I roll up

Multi 'til I close up, it's all basic
I been spending hundreds since they had small faces
Rob your stash house, doubled out down in Vegas
Me and J.D. got it locked crazy, where you at haters?

In the Ferrari or Jaguar, switchin' four lanes
With the top down screamin' out, money ain't a thang
Bubble hard in the double R, flashin' the rings
With the window cracked, holler back, money ain't a thang

...
"
978,I'm a Thug,Trick Daddy,56,"crunk, dirty south rap, miami hip hop, southern hip hop",254400,2001-03-20,63,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,4,"Funk, hit me up with some of that thug
Yup, just like that, hit 'em in the chest with it
One time, one time again in the head
For Buddy Roe y'all, check it out

I don't know what this world's gonna do
But I know one thing that this is the life for me
Baby cause I'm a thug
All day every day
Baby cause I'm a thug
Wouldn't change for the world
Uh huh cause I'm a thug
That's right you heard
Baby cause I'm a thug
Uh huh oh yeah

(Check it out)
Could it be my baggy jeans
Or my gold teeth
That make me different from ya'll
Ain't trippin' dog
But listen dog
I've been raised a little different dog
I'm just doing my thang
These are my ghetto slangs
And I'm representing thug shit
This who I roll with
Watch them niggas that's gonna love this
Niggas who out on bond
On the run
Got 10 years on parole
Since you can't say it dog I'ma say it for ya'll
Motherfuck the po-po's
Fuck the judge and ceo's
Fuck the da and po's
Fuck the family of the victim
Witness that's snitchin ass hoes nigga

I don't know what this world's gonna do
But I know one thing that this is the life for me
Baby cause I'm a thug
...
"
979,Ruff Ryders' Anthem,DMX,70,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",214440,1998-05-01,74,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,4,"Yeah
This is for my peoples in the streets
And this thing right here
Uh, uh, uh

Stop, drop, shut 'em down, open up shop
Oh, no, that's how Ruff Ryders roll
Stop, drop, shut 'em down, open up shop
Oh, no, that's how Ruff Ryders roll

N- wanna try, n- wanna lie
Then n- wonder why n- wanna die
All I know is pain, all I feel is rain
How can I maintain with that sh- on my brain
I resort to v-, my n- move in silence
Like you don't know what our style is
New York n- the wildest
My n- is with it, you want it, come and get it
Took it, then we split it, you f- right we did it

What the f- you gon' do when we run up on you?
F- with the wrong crew
Don't know what we're goin' through
I'ma have to show n- how easily we blow n-
When you find out there's some more n-
That's runnin' with yo' n-
Nothin' we can't handle, break it up and dismantle
Light it up like a candle, just 'cause I can't stand you
...
"
980,Gimme Some More,Busta Rhymes,71,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",158466,1998,63,0.591,0.855,11,-8.339,0,0.339,0.00832,5.87e-05,0.771,0.78,136.734,4,"Yeah, as a shorty, playing in the front yard of the crib
Fell down, and I bumped my head
Somebody helped me up and asked me if I bumped my head
I said, ""Yeah""
So then they said, ""Oh, so that mean we gon', you gon' switch it on 'em?""
I said, ""Yeah, Flipmode, Flipmode is the greatest""
Knowing as a shorty, I was always told
That if I ain't gon' be part of the greatest
I gotta be the greatest myself

C'mon, c'mon, yeah, c'mon
Yeah, nigga, what? What a surprise
Give ya some'n, make a nigga close both of your eyes
All my niggas gettin' money capitalize
Die little small guy, we on the rise
Everything a nigga touch platinumize
Fully equipped, you know we come wit' all the supplies
Got a big gun, and I'ma show you the size
You fuck wit' any of my Flipmode family ties

Me and my niggas be comin' through stalkin' you out
Killin' off any and everything you talkin' about
See you in the club, now we walkin' you out
Shoulda thought twice 'fore you went and opened your mouth
Yo, anyway we stay keepin it movin'
Fuckin' with the wrong nigga, hope you know what you doin'
Now blame me, all the same niggas is lame
It's not a game, makin' names still splittin' your frames!

Y'all niggas had enough? (Gimme some more)
Y'all niggas want the wild shit? (Gimme some more)
...
"
981,Oh Boy,Cam'ron,58,"battle rap, east coast hip hop, harlem hip hop, southern hip hop",204706,2002-01-01,69,0.758,0.768,6,-5.603,1,0.174,0.0237,0.0,0.141,0.824,83.033,4,"Just blaze (oh baby) oh baby, uh, killa

All the girls see the (boy)
Look at his kicks (boy)
Look at this car (boy)
All I say is (oh boy)

Look mami I'm no good I'm so hood
Clap at your soldiers sober then leave after it's over
Killa, I'm not your companion or your man standin'
Don't hit me when you wanna get rammed in, I'll be scramblin'

With lot's of mobsters shop for lobsters
Cops and robbers listen every block is blocka (blocka!)
But she like the way I diddy bop you peeped that
Mink on Maury kicks plus Chanel ski hat

She wan't the (boy)
So I give her the (boy)
Now she screamin' out (boy, boy, boy, boy) Killa, Killa

Now she playin with herself Cam dig it out lift her up
Ma it's just a fuck girl get it out pick on up
They wan't the boy Montana with guns with bandanas
Listen to my homeboy Santana

Y'all niggas can't fuck with the (boy)
I'm tellin' ya (boy)
Put a shell in ya (boy)
Now he bleedin (oh boy)
Get him call his (boy)
He weezin' he need his (boy)
He screamin' (boy, boy, boy, boy)

...
"
982,California Love - Original Version,2Pac,78,"g funk, gangster rap, hip hop, rap, west coast rap",284906,1998-01-01,83,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,4,"California love

California knows how to party
California knows how to party
In the city of L.A.
In the city of good, ol' Watts
In the city, the city of Compton
We keep it rockin'
We keep it rockin'

Now let me welcome everybody to the wild, wild West
A state that's untouchable like Elliot Ness
The track hits ya eardrum like a slug to ya chest
Pack a vest for your Jimmy in the city of sex
We in that sunshine state, where that bomb ass hemp be
The state where ya never find a danceflo' empty
And pimps be on a mission for them greens
Lean, mean, money makin' machines servin' fiends

I been in the game for ten years makin' rap tunes
Ever since honeys was wearin' sassoon
Now it's '95, and they clock me and watch me
Diamonds shinin' lookin' like I robbed Liberace
It's all good, from Diego to the Bay
Yo' city is the bomb if yo' city makin' pay (uh)
Throw up a finger if feel the same way
Dre puttin' it down for Californ-I-A

California (California) knows how to party (knows how to party)
California (West Coast) knows how to party (yes, they do) (that's right)
In the city (the city) of L.A. (city of L.A.) (yeah)
In the city (in the city) of good, ol' Watts (good, ol' Watts)
...
"
983,Maps,Yeah Yeah Yeahs,64,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave",219986,2003-04-29,72,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,4,"Pack up
I'm straight
Enough

Oh, say, say, say
Oh, say, say, say
Oh, say, say, say
Oh, say, say, say
Oh, say, say, say

Wait, they don't love you like I love you
Wait, they don't love you like I love you
Maps
...
"
984,Particles,Nothing But Thieves,69,"alternative pop rock, modern alternative rock, modern rock",235880,2017-09-08,60,0.522,0.559,11,-5.151,0,0.0406,0.0021,1.11e-06,0.219,0.197,153.806,4,"It's been like a year since I've been home
Falling with an addiction I can't shake up
My mouth is dry, I self medicate
It's come down, well kill yourself
It's driving you away
It's driving you away
Piece by piece
Day by day

Baby
Tell me if I'm being strange (strange)
And if I need to rearrange my particles
I will for you
My particles, I will for you

And I'm the shadow of a ghost
...
"
985,Wait for Me,Kings of Leon,74,"modern rock, rock",210133,2013-09-24,68,0.488,0.624,9,-8.357,1,0.0329,0.0263,0.00223,0.122,0.308,116.723,4,"Cut open my heart
Right at the scar
Listen up
Gonna do what I'm told
Go where I'm told
And listen up
Take a shot in the rain
One for the pain
Listen up
I tried all the way

Wait for me, wait for me
It's all better now, it's all better now
Wait for me, wait for me
...
"
986,I'm In Love With You,The 1975,76,"modern alternative rock, modern rock, pop, pov: indie, rock",262623,2022-10-14,73,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,4,"Heartbeat
Is coming in so strong
Oh, if you don't stop
I'm gonna need a second one

Oh, there's something I've been meaning to say to you, baby
(Hold that thought)
Yeah, there's something I've been meaning to say to you, baby
But I just can't do it

What a call, moving in
I feel like I can loosen my lips (come on so strong)
I can summarize it for you
It's simple and it goes like this

I'm in love with you, I- I- I- I- I
I'm in love with you, I- I- I- I- I
I'm in love with you, I- I- I- I- I
In love with you, I- I- I- I- I (yeah)
I'm in love with you, I- I- I- I- I
I'm in love with you, I- I- I- I- I (yeah)
I'm in love with you, I- I- I- I- I
...
"
987,Until I Found You,Stephen Sanchez,77,gen z singer-songwriter,176666,2022-08-19,82,0.346,0.5,10,-6.097,1,0.0388,0.757,0.0,0.189,0.191,202.466,3,"Georgia, wrap me up in all your-
I want you in my arms
Oh, let me hold you
I'll never let you go again like I did
Oh, I used to say

""I would never fall in love again until I found her""
I said, ""I would never fall unless it's you I fall into""
I was lost within the darkness, but then I found her
...
"
988,I Wanna Be Yours,Arctic Monkeys,86,"garage rock, modern rock, permanent wave, rock, sheffield indie",183956,2013-09-09,96,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4,"I wanna be your vacuum cleaner
Breathing in your dust
I wanna be your Ford Cortina
I will never rust

If you like your coffee hot
Let me be your coffee pot
You call the shots, babe
I just wanna be yours

Secrets I have held in my heart
Are harder to hide than I thought
Maybe I just wanna be yours
I wanna be yours, I wanna be yours

Wanna be yours
Wanna be yours
...
"
989,I Love You So,The Walters,71,"chicago indie, pov: indie",160239,2014-11-28,91,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,4,"I just need someone in my life to give it structure
To handle all the selfish ways I'd spend my time without her
You're everything I want, but I can't deal with all your lovers
You're saying I'm the one, but it's your actions that speak louder
Giving me love when you are down and need another
I've gotta get away and let you go, I've gotta get over

...
"
990,Grace,IDLES,65,"bristol indie, crank wave, indie rock, modern rock",233320,2023-12-06,58,0.372,0.84,9,-8.956,1,0.0374,0.241,0.714,0.11,0.629,112.998,4,"Give me grace, make me pure
When they're knocking at my door
Make me safe, away from harm
Hold me in my brother's arms
Make me pure

I will not take when I fall
Be the answer to my call
When you need, I will come
I will wage his war is won
Make me pure

...
"
991,I Love You,Fontaines D.C.,57,"crank wave, irish indie rock, irish post-punk",305800,2022-04-22,64,0.633,0.771,4,-7.207,0,0.0319,0.089,0.0,0.0679,0.375,114.032,4,"I love you, I love you, I told you I do
It's all I've ever felt, I've never felt so well
And if you don't know it, I wrote you this tune
To be here loving you when I'm in the tomb
I've eddied the heart now, from Dublin to Paris
And if there was sunshine, it was never on me
So close, the rain, so pronounced is the pain
Yeah

Well, I love you, imagine a world without you
It's only ever you, I only think of you
And if it's a blessing, I want it for you
If I must have a future, I want to with you
Systеm in our hearts, you only had it before
You only opеn the window, never open up the door
And I love you, I love you, told you I do

Selling genocide and half-cut pride, I understand
I had to be there from the start, I had to be the fucking man
It was a clamber of the life, I sucked the ring off every hand
...
"
992,I Forgot To Be Your Lover,The Black Keys,72,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock",147985,2024-02-09,68,0.342,0.786,4,-2.546,0,0.0441,0.0261,0.000112,0.0792,0.467,141.751,4,"Have I told you lately that I love you?
Well, if I didn't, then I'm sorry

Did I reach out and hold you in my lovin' arms
Oh, when you needed me?

Now I realize that you need love too
And I'll spend my life, make it up to you

...
"
993,Heat Waves,Glass Animals,74,"gauze pop, indietronica, modern rock, pov: indie, shiver pop",238805,2020-08-07,90,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,"(Last night, all I think about is you)
(Don't stop, baby, you can walk)

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Sometimes, all I think about is you
Late nights in the middle of June
Heat waves been faking me out
Can't make you happier now

Usually, I put something on TV
So we never think about you and me
But today I see our reflections clearly
In Hollywood, laying on the screen

You just need a better life than this
You need something I can never give
Fake water all across the road
It's gone now, the night has come, but

Sometimes all I think about is you
...
"
